imdb_title_id,title,year,date_published,genre,duration,country,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
tt0025100,El fantasma del convento,1934,1935-04-21,"Adventure, Drama, Horror",85,Mexico,Spanish,Fernando de Fuentes,"Juan Bustillo Oro, Jorge Pezet",Producciones FESA (Films Exchange),6.9,133,3,5,6.9,133,6.9,105,7.2,6,7.4,51,6.0,46,5.6,8,7.7,3,7.0,3,3.5,2,5.1,29,6.9,20,6.8,87
tt0025271,House of Mystery,1934,1934-03-30,"Horror, Mystery",62,USA,English,William Nigh,"Albert DeMond, Adam Shirk",Paul Malvern Productions,4.9,241,16,5,4.9,241,4.9,171,5.1,10,4.8,47,5.0,111,4.9,24,4.4,5,5.1,9,5.0,10,4.7,45,5.2,110,4.6,78
tt0025391,Life Returns,1935,1935-01-02,"Drama, Horror, Sci-Fi",63,USA,English,"Eugene Frenke, James P. Hogan","Eugene Frenke, L. Wolfe Gilbert",Scienart Pictures,3.9,161,17,11,3.9,161,4.0,127,2.5,4,3.6,37,4.2,84,3.5,9,0.0,0,4.7,3,4.1,6,4.0,39,4.1,84,3.7,47
tt0025465,Maniac,1934,1934-09-11,Horror,51,USA,English,Dwain Esper,Hildegarde Stadie,Roadshow Attractions,3.6,1964,78,42,3.6,1964,3.6,1390,3.6,155,3.7,678,3.5,533,3.3,194,3.5,33,3.2,88,3.2,68,3.3,136,3.6,828,3.5,684
tt0025566,The 9th Guest,1934,1934-01-31,"Drama, Horror, Mystery",65,USA,English,Roy William Neill,"Owen Davis, Gwen Bristow",Columbia Pictures,6.9,349,10,5,6.9,349,7.0,221,6.5,13,6.8,63,7.1,138,7.0,64,6.2,7,7.1,20,7.2,34,6.8,54,7.3,143,6.4,121
tt0025712,The Return of Chandu,1934,1934-10-01,"Adventure, Fantasy, Horror",208,USA,English,Ray Taylor,"Barry Barringer, Harry A. Earnshaw",Sol Lesser Productions,6.2,235,10,7,6.2,235,6.0,152,5.2,6,5.8,37,6.1,107,6.7,20,5.5,4,7.3,7,8.0,8,6.1,41,6.4,108,5.4,62
tt0026123,The Black Room,1935,1935-07-15,"Crime, Horror",68,USA,English,Roy William Neill,"Arthur Strawn, Henry Myers",Columbia Pictures,7.0,1526,51,29,7.0,1526,7.0,1095,7.3,63,6.9,375,7.0,635,6.9,155,7.2,21,6.8,56,6.9,74,6.6,170,7.1,726,6.9,467
tt0026138,Bride of Frankenstein,1935,1935-05-06,"Drama, Horror, Sci-Fi",75,USA,English,James Whale,"Mary Shelley, William Hurlbut",Universal Pictures,7.8,40311,268,131,7.8,40311,7.8,27514,7.9,4828,7.7,13306,8.0,8638,7.6,4196,7.5,933,7.5,1826,7.9,1316,7.8,613,8.1,13396,7.6,15636
tt0026209,"Chloe, Love Is Calling You",1934,1934-04-01,Horror,62,USA,English,Marshall Neilan,Marshall Neilan,Pinnacle Productions,3.6,207,12,6,3.6,207,3.4,155,3.1,14,3.2,65,3.6,76,4.8,26,5.5,8,4.5,9,4.6,8,3.3,36,3.9,101,3.4,75
tt0026230,Condemned to Live,1935,1935-09-15,"Drama, Horror, Mystery",67,USA,English,Frank R. Strayer,Karen DeWolf,Invincible Pictures Corp.,4.8,364,23,10,4.8,364,4.8,266,4.6,19,4.7,83,4.9,160,5.0,40,5.0,3,5.2,22,4.9,13,4.4,54,4.8,188,4.7,104
tt0026406,The Ghost Goes West,1935,1936-03-09,"Comedy, Fantasy, Horror",95,UK,English,René Clair,"René Clair, Eric Keown",London Film Productions,6.8,1579,26,18,6.8,1579,6.9,1073,7.2,59,6.6,301,7.0,697,7.0,213,7.1,24,7.1,52,6.9,133,6.5,170,6.6,539,7.1,699
tt0026663,Mad Love,1935,1935-07-12,"Horror, Romance, Sci-Fi",68,USA,English,Karl Freund,"Maurice Renard, Florence Crewe-Jones",Metro-Goldwyn-Mayer (MGM),7.3,4096,85,33,7.3,4096,7.3,2790,7.4,262,7.3,1184,7.2,1291,7.5,509,7.5,77,7.5,224,7.5,198,7.1,261,7.5,1742,7.1,1373
tt0026685,Mark of the Vampire,1935,1935-04-26,"Horror, Mystery",60,USA,"English, Czech",Tod Browning,"Guy Endore, Bernard Schubert",Metro-Goldwyn-Mayer (MGM),6.3,4025,100,44,6.3,4025,6.3,2739,6.4,220,6.2,1136,6.3,1318,6.5,450,6.0,61,6.4,188,6.8,188,6.3,259,6.3,1584,6.2,1426
tt0026758,Mystery of Edwin Drood,1935,1935-02-04,"Drama, Horror, Mystery",87,USA,English,Stuart Walker,"Leopold Atlas, John L. Balderston",Universal Pictures,6.6,376,19,11,6.6,376,6.5,242,6.3,11,6.2,56,6.7,170,7.0,61,7.2,8,6.6,20,7.3,33,6.5,62,6.7,181,6.5,114
tt0026759,The Mystery of the Mary Celeste,1935,1936-04-27,"Drama, Horror, Mystery",80,UK,English,Denison Clift,"Denison Clift, Charles Larkworthy",Hammer Films,5.5,625,34,19,5.5,625,5.5,446,5.5,31,5.3,164,5.7,245,5.3,54,6.3,6,4.7,22,5.4,24,5.6,74,5.5,229,5.4,256
tt0026912,The Raven,1935,1935-07-08,"Crime, Horror",61,USA,English,Lew Landers,"Edgar Allan Poe, David Boehm",Universal Pictures,7.0,4191,85,57,7.0,4191,7.0,2925,7.2,352,6.9,1295,7.0,1196,7.0,431,6.9,82,7.0,190,7.1,146,6.8,244,7.1,1443,6.9,1650
tt0027194,Werewolf of London,1935,1935-05-13,"Drama, Fantasy, Horror",75,USA,"English, Cantonese, Latin",Stuart Walker,"John Colton, Robert Harris",Universal Pictures,6.4,4430,93,57,6.4,4430,6.4,3187,6.3,361,6.4,1350,6.5,1394,6.6,348,6.5,47,6.5,152,6.6,136,6.3,262,6.6,1728,6.2,1544
tt0027479,The Crime of Doctor Crespi,1935,1935-09-24,"Crime, Horror, Mystery",63,USA,English,John H. Auer,"John H. Auer, Edgar Allan Poe",Liberty Pictures,5.7,186,10,4,5.7,186,5.5,132,4.7,9,5.4,36,5.8,84,6.4,15,6.5,2,6.2,7,6.6,6,5.5,33,5.9,70,5.4,71
tt0027521,The Devil-Doll,1936,1936-07-10,"Drama, Horror, Sci-Fi",78,USA,English,Tod Browning,"Garrett Fort, Guy Endore",Metro-Goldwyn-Mayer (MGM),7.0,3447,67,43,7.0,3447,7.0,2359,6.9,150,7.0,921,7.1,1228,7.1,415,6.5,38,6.9,159,7.3,207,7.0,251,7.0,1389,7.1,1255
tt0027545,Dracula's Daughter,1936,1936-05-11,"Drama, Fantasy, Horror",71,USA,"English, German",Lambert Hillyer,"Garrett Fort, Bram Stoker",Universal Pictures,6.4,5242,94,72,6.4,5242,6.3,3651,6.3,457,6.3,1585,6.4,1514,6.5,520,6.0,95,6.4,242,6.8,170,6.2,283,6.5,2046,6.2,1791
tt0027653,Fährmann Maria,1936,1936-01-07,"Thriller, Horror, Mystery",85,Germany,German,Frank Wisbar,"Hans Jürgen Nierentz, Frank Wisbar",Pallas Film (II),7.2,210,10,7,7.2,210,7.2,163,7.0,10,7.1,69,7.5,83,7.1,22,7.5,2,7.1,11,7.0,9,6.9,49,7.6,43,7.2,137
tt0027688,Le golem,1936,1936-02-14,"Fantasy, Horror",83,Czechoslovakia,French,Julien Duvivier,"André-Paul Antoine, Julien Duvivier",AB,6.4,171,7,4,6.4,171,6.3,120,5.2,4,6.1,41,6.5,72,6.3,18,3.5,2,6.8,9,6.0,7,5.5,32,6.6,36,6.2,100
tt0027800,The Invisible Ray,1936,1936-01-20,"Horror, Sci-Fi, Thriller",80,USA,"English, French",Lambert Hillyer,"John Colton, Howard Higgin",Universal Pictures,6.6,2051,52,41,6.6,2051,6.6,1493,7.1,134,6.4,536,6.6,789,6.6,177,6.3,27,6.6,64,6.8,78,6.5,169,6.7,878,6.4,686
tt0027938,The Man Who Changed His Mind,1936,1936-11-01,"Horror, Sci-Fi",66,UK,English,Robert Stevenson,"L. du Garde Peach, Sidney Gilliat",Gainsborough Pictures,6.7,863,31,18,6.7,863,6.7,623,6.8,50,6.6,213,6.7,349,6.6,61,6.3,10,6.1,20,7.1,31,6.4,103,6.9,259,6.5,397
tt0027999,Mummy's Boys,1936,1936-10-02,"Comedy, Horror, Romance",68,USA,English,Fred Guiol,"Jack Townley, Philip G. Epstein",RKO Radio Pictures,5.0,196,7,9,5.0,196,5.0,135,3.5,2,4.8,32,5.2,96,4.3,13,0.0,0,3.7,5,4.7,8,5.2,32,4.8,115,5.2,26
tt0028174,Revolt of the Zombies,1936,1936-06-04,"Adventure, Horror",65,USA,English,Victor Halperin,,Victor & Edward Halperin Productions,3.3,1371,48,39,3.3,1371,3.3,999,3.1,93,3.2,450,3.5,438,3.2,129,2.2,19,3.2,62,3.7,46,3.5,105,3.5,556,3.2,511
tt0028241,Shadow of Chinatown,1936,1936-10-10,"Adventure, Crime, Horror",281,USA,English,Robert F. Hill,"Robert F. Hill, William Buchanan",Victory Pictures Corporation,4.6,193,9,11,4.6,193,4.5,142,5.1,10,4.2,44,4.6,86,5.3,15,4.3,3,4.5,2,5.9,9,5.0,35,4.9,90,4.1,59
tt0028331,Sweeney Todd: The Demon Barber of Fleet Street,1936,1936-03-01,"Drama, Horror",76,UK,English,George King,"Frederick Hayward, H.F. Maltby",George King Productions,6.0,782,32,21,6.0,782,5.9,561,5.5,62,6.0,226,6.0,262,6.0,81,6.0,15,5.8,47,6.6,19,5.9,95,6.0,272,5.9,345
tt0028478,The Walking Dead,1936,1936-03-14,"Crime, Horror, Sci-Fi",66,USA,English,Michael Curtiz,"Ewart Adamson, Peter Milne",Warner Bros.,6.7,2202,51,36,6.7,2202,6.6,1543,6.9,118,6.5,555,6.7,840,7.1,199,6.8,25,7.2,65,7.0,106,6.6,210,6.8,976,6.5,679
tt0029508,SOS Coast Guard,1937,1937-08-28,"Adventure, Horror, Romance",224,USA,English,"Alan James, William Witney","Barry Shipman, Franklin Adreon",Republic Pictures (I),6.0,168,10,6,6.0,168,5.8,116,5.3,3,4.7,22,6.2,89,6.6,17,6.0,4,6.8,4,6.8,8,5.8,25,6.2,85,5.2,46
tt0029984,Charlie Chan in Honolulu,1938,1939-01-13,"Comedy, Crime, Horror",67,USA,English,H. Bruce Humberstone,"Charles Belden, Earl Derr Biggers",Twentieth Century Fox,6.9,1440,26,13,6.9,1440,6.8,915,6.8,29,6.9,282,6.8,581,7.3,294,5.9,12,7.3,100,7.5,179,5.9,138,7.2,900,6.3,261
tt0031143,The Cat and the Canary,1939,1939-11-10,"Comedy, Horror, Mystery",72,USA,English,Elliott Nugent,"Walter DeLeon, Lynn Starling",Paramount Pictures,7.2,2395,62,28,7.2,2395,7.1,1571,7.1,123,7.1,513,7.2,893,7.6,340,7.8,39,7.6,132,7.4,154,6.8,209,7.3,855,7.1,933
tt0031147,Charlie Chan at Treasure Island,1939,1939-09-08,"Comedy, Crime, Horror",74,USA,English,Norman Foster,"John Francis Larkin, John Francis Larkin",Twentieth Century Fox,7.3,1485,31,14,7.3,1485,7.2,937,6.9,27,7.2,316,7.2,576,7.6,303,6.6,12,7.3,104,7.9,185,6.3,133,7.7,878,6.7,309
tt0031208,The Dark Eyes of London,1939,1940-03-24,"Crime, Horror, Mystery",76,UK,English,Walter Summers,"Edgar Wallace, Patrick Kirwan",John Argyle Productions,5.8,1007,40,29,5.8,1007,5.8,710,5.7,33,5.8,257,5.8,407,5.7,92,5.8,13,5.9,37,5.5,40,5.6,121,5.8,403,5.8,367
tt0031229,The Devil's Daughter,1939,1939-12-07,"Drama, Horror",52,USA,English,Arthur H. Leonard,George Terwilliger,,3.5,239,12,7,3.5,239,3.5,182,3.2,24,3.7,64,3.4,92,4.1,25,4.8,6,3.5,9,4.6,10,3.6,32,3.7,107,3.5,90
tt0031289,The Face at the Window,1939,1939-04-01,"Drama, Horror",70,UK,English,George King,"Brooke Warren, A.R. Rawlinson",George King Productions,6.0,340,19,11,6.0,340,6.0,256,5.5,12,6.2,86,5.9,154,6.5,27,8.5,2,6.4,10,6.3,12,5.7,63,6.3,124,5.9,145
tt0031387,The Gorilla,1939,1939-05-26,"Comedy, Horror",66,USA,English,Allan Dwan,"Ralph Spence, Rian James",Twentieth Century Fox,4.8,1163,54,24,4.8,1163,4.8,831,5.4,64,4.7,282,4.8,466,4.9,87,5.8,12,5.0,30,4.5,43,4.7,124,4.8,532,4.6,328
tt0031448,The Hound of the Baskervilles,1939,1939-08-11,"Horror, Mystery, Thriller",80,USA,English,Sidney Lanfield,"Ernest Pascal, Arthur Conan Doyle",Twentieth Century Fox,7.5,8770,96,46,7.5,8770,7.4,6052,7.4,588,7.3,2610,7.6,2715,7.6,1160,7.6,131,7.4,467,7.7,534,7.3,341,7.7,3113,7.3,3653
tt0031503,J'accuse!,1938,1938-01-22,"Drama, Horror, Sci-Fi",104,France,French,Abel Gance,"Abel Gance, Steve Passeur",Forrester-Parant Productions,7.0,411,11,20,7.0,411,7.0,303,7.2,21,6.8,119,7.1,157,6.6,25,6.0,3,7.8,4,6.6,18,6.5,72,7.1,106,6.9,208
tt0031614,The Man They Could Not Hang,1939,1939-08-17,"Crime, Horror, Sci-Fi",64,USA,English,Nick Grinde,"Karl Brown, George Wallace Sayre",Columbia Pictures,6.9,1295,38,26,6.9,1295,6.8,948,7.4,121,6.8,344,6.8,464,7.1,116,6.7,20,7.4,38,7.0,54,6.6,153,6.9,598,6.8,400
tt0031796,The Phantom Creeps,1939,1939-01-07,"Action, Horror, Sci-Fi",265,USA,English,"Ford Beebe, Saul A. Goodkind","George H. Plympton, Basil Dickey",Universal Pictures,4.7,770,25,17,4.7,770,4.6,555,4.6,46,4.2,222,4.9,275,4.9,62,3.0,13,5.1,19,5.6,27,4.8,84,4.8,366,4.3,212
tt0031851,The Return of Doctor X,1939,1939-12-02,"Horror, Mystery, Sci-Fi",62,USA,English,Vincent Sherman,"Lee Katz, William J. Makin",First National Pictures,5.7,1753,51,32,5.7,1753,5.7,1249,5.6,68,5.7,401,5.8,756,5.8,175,6.0,15,5.4,55,6.1,101,5.5,198,5.8,800,5.7,570
tt0031951,Son of Frankenstein,1939,1939-07-14,"Drama, Horror, Sci-Fi",99,USA,English,Rowland V. Lee,"Mary Shelley, Wyllis Cooper",Universal Pictures,7.1,8319,128,67,7.1,8319,7.1,5952,7.1,881,7.0,2470,7.2,2435,7.1,626,7.0,110,7.0,256,7.2,240,6.8,369,7.3,3295,6.9,2719
tt0032047,Torture Ship,1939,1939-10-28,"Horror, Sci-Fi",57,USA,English,Victor Halperin,Jack London,Sigmund Neufeld Productions,3.3,275,15,11,3.3,275,3.3,208,2.7,20,3.0,74,3.6,111,2.8,30,1.9,13,2.8,7,4.4,10,3.6,47,3.5,118,2.9,108
tt0032215,The Ape,1940,1940-09-30,Horror,62,USA,English,William Nigh,"Adam Shirk, Curt Siodmak",Monogram Pictures,4.6,1488,54,31,4.6,1488,4.6,1051,4.8,83,4.4,399,4.8,557,4.7,122,4.4,15,4.5,53,4.8,52,4.2,141,4.7,643,4.4,456
tt0032245,Before I Hang,1940,1940-09-17,"Crime, Horror, Sci-Fi",62,USA,English,Nick Grinde,"Robert Hardy Andrews, Karl Brown",Columbia Pictures,6.1,897,32,25,6.1,897,6.1,638,6.4,37,6.0,198,6.1,386,6.6,72,5.9,11,7.2,23,6.4,37,6.2,128,6.2,409,5.9,266
tt0032258,Black Friday,1940,1940-04-12,"Crime, Drama, Horror",70,USA,English,Arthur Lubin,"Curt Siodmak, Eric Taylor",Universal Pictures,6.3,1831,48,40,6.3,1831,6.3,1304,6.3,113,6.2,496,6.3,666,6.5,184,6.8,31,6.5,75,6.4,71,6.3,171,6.4,735,6.2,652
tt0032390,The Devil Bat,1940,1940-12-13,"Horror, Sci-Fi",68,USA,English,Jean Yarbrough,"John T. Neville, George Bricker",Producers Releasing Corporation (PRC),5.5,2385,79,47,5.5,2385,5.5,1584,5.8,138,5.5,608,5.4,793,5.9,272,5.8,38,6.0,113,5.6,111,5.0,186,5.7,1002,5.3,726
tt0032406,The Door with Seven Locks,1940,1940-10-12,"Drama, Horror, Mystery",89,UK,English,Norman Lee,"Edgar Wallace, John Argyle",John Argyle Productions,5.6,364,19,12,5.6,364,5.6,242,5.3,11,5.4,68,5.7,156,5.8,32,7.5,4,5.5,9,5.6,17,6.0,49,5.7,134,5.5,126
tt0032412,Dr. Cyclops,1940,1940-10-04,"Adventure, Drama, Horror",77,USA,English,Ernest B. Schoedsack,Tom Kilpatrick,Paramount Pictures,6.4,2048,42,33,6.4,2048,6.4,1482,6.6,72,6.3,484,6.4,892,6.6,167,5.6,17,6.5,59,6.8,88,6.3,186,6.5,838,6.3,730
tt0032520,The Ghost Breakers,1940,1940-06-21,"Comedy, Horror, Mystery",85,USA,English,George Marshall,"Walter DeLeon, Paul Dickey",Paramount Pictures,7.2,2799,68,32,7.2,2799,7.1,1830,7.2,107,6.8,551,7.3,1127,7.5,383,7.4,41,7.4,140,7.7,189,6.8,207,7.4,1267,6.9,817
tt0032635,The Invisible Man Returns,1940,1940-01-12,"Drama, Horror, Mystery",81,USA,English,Joe May,"H.G. Wells, Joe May",Universal Pictures,6.5,3126,44,40,6.5,3126,6.5,2195,6.8,308,6.5,872,6.4,951,6.5,260,6.6,31,6.7,109,6.4,115,6.4,240,6.6,1224,6.4,1027
tt0032818,The Mummy's Hand,1940,1940-09-20,"Adventure, Fantasy, Horror",67,USA,English,Christy Cabanne,"Griffin Jay, Griffin Jay",Universal Pictures,6.1,3189,83,39,6.1,3189,6.1,2290,6.2,284,6.0,886,6.2,1066,6.1,258,5.5,36,6.2,99,6.3,117,6.0,232,6.3,1428,5.9,935
tt0033075,Son of Ingagi,1940,1940-04-04,Horror,70,USA,English,Richard C. Kahn,Spencer Williams,Hollywood Pictures Corporation (I),3.9,177,20,9,3.9,177,3.9,136,3.8,12,4.2,38,3.8,83,3.8,14,0.0,0,3.6,9,4.1,5,3.5,39,4.1,85,3.6,57
tt0033283,You'll Find Out,1940,1940-11-22,"Comedy, Horror, Musical",97,USA,English,David Butler,"James V. Kern, David Butler",RKO Radio Pictures,6.3,990,52,25,6.3,990,6.2,622,6.9,29,5.9,158,6.1,421,6.7,126,7.1,18,6.7,32,6.6,68,5.8,108,6.3,479,5.9,227
tt0033397,The Black Cat,1941,1941-05-02,"Adventure, Comedy, Horror",70,USA,English,Albert S. Rogell,"Robert Lees, Frederic I. Rinaldo",Universal Pictures,6.3,1310,40,20,6.3,1310,6.1,876,6.6,65,6.0,276,6.1,516,6.8,170,6.7,26,7.0,69,6.6,68,6.3,126,6.2,602,6.2,382
tt0033530,The Devil Commands,1941,1941-02-03,"Horror, Sci-Fi",65,USA,English,Edward Dmytryk,"Robert Hardy Andrews, Milton Gunzburg",Columbia Pictures,6.3,863,37,28,6.3,863,6.2,635,6.7,35,6.1,188,6.2,401,6.4,76,6.6,10,6.4,20,6.4,45,6.1,116,6.3,429,6.1,247
tt0033553,Dr. Jekyll and Mr. Hyde,1941,1941-09-01,"Drama, Horror, Sci-Fi",113,USA,English,Victor Fleming,"John Lee Mahin, Robert Louis Stevenson",Metro-Goldwyn-Mayer (MGM),6.8,7779,88,41,6.8,7779,6.8,5178,6.8,516,6.8,2035,6.9,2508,6.9,1044,6.6,171,6.7,431,7.1,401,6.6,349,6.9,2605,6.8,3214
tt0033660,The Ghost Train,1941,1941-05-05,"Comedy, Horror",85,UK,English,Walter Forde,"Arnold Ridley, J.O.C. Orton",Gainsborough Pictures,6.4,1260,57,11,6.4,1260,6.4,852,6.5,60,6.4,218,6.4,555,6.4,162,6.1,22,6.4,55,6.5,79,5.9,102,6.2,323,6.5,627
tt0033760,Invisible Ghost,1941,1941-04-25,"Horror, Thriller",64,USA,English,Joseph H. Lewis,"Helen Martin, Al Martin",Sam Katzman Productions,5.2,1617,79,41,5.2,1617,5.2,1141,5.6,111,5.1,456,5.2,545,5.5,166,7.0,19,5.5,78,5.2,66,5.1,142,5.4,632,5.0,577
tt0033787,King of the Zombies,1941,1941-05-14,"Adventure, Comedy, Horror",67,USA,English,Jean Yarbrough,Edmond Kelso,Monogram Pictures,5.2,1800,86,38,5.2,1800,5.2,1271,5.1,94,5.2,531,5.2,615,5.4,175,5.2,22,5.3,69,5.5,79,4.7,142,5.3,852,5.0,508
tt0033879,Man Made Monster,1941,1941-03-28,"Drama, Horror, Sci-Fi",59,USA,English,George Waggner,"Harry Essex, Sid Schwartz",Universal Pictures,6.2,1109,42,27,6.2,1109,6.1,819,6.4,57,5.9,268,6.3,477,6.5,102,7.0,13,6.5,39,6.4,47,6.2,112,6.3,536,6.0,319
tt0033916,The Monster and the Girl,1941,1941-02-28,"Crime, Drama, Horror",65,USA,English,Stuart Heisler,Stuart Anthony,Paramount Pictures,6.1,435,19,16,6.1,435,6.1,312,6.2,11,6.0,74,6.2,220,6.3,41,6.8,4,6.3,10,6.3,27,5.9,71,6.2,246,6.0,93
tt0034224,Spooks Run Wild,1941,1941-10-24,"Horror, Comedy",65,USA,English,Phil Rosen,"Carl Foreman, Charles R. Marion",Sam Katzman Productions,5.5,1440,34,22,5.5,1440,5.4,1013,5.7,33,5.3,484,5.5,481,6.0,221,7.1,12,6.0,99,5.8,108,5.6,120,5.6,950,5.0,242
tt0034398,The Wolf Man,1941,1941-12-12,Horror,70,USA,English,George Waggner,Curt Siodmak,Universal Pictures,7.3,21688,212,111,7.3,21688,7.3,15275,7.4,2913,7.2,7177,7.4,4718,7.3,1930,7.0,423,7.2,837,7.7,601,7.2,501,7.6,8177,7.0,7382
tt0034540,The Boogie Man Will Get You,1942,1944-06-03,"Comedy, Horror",66,USA,English,Lew Landers,"Hal Fimberg, Robert B. Hunt",Columbia Pictures,5.9,715,34,28,5.9,715,5.9,494,6.9,24,5.9,142,5.7,319,6.4,69,5.7,10,7.0,17,6.2,40,5.8,108,6.1,333,5.6,201
tt0034587,Cat People,1942,1942-12-25,"Fantasy, Horror, Thriller",73,USA,"English, Czech, Serbian",Jacques Tourneur,DeWitt Bodeen,RKO Radio Pictures,7.3,18110,155,119,7.3,18110,7.3,12431,7.3,2154,7.2,5957,7.4,3994,7.4,2212,7.1,539,7.4,993,7.6,598,7.2,454,7.4,5391,7.2,8108
tt0034613,The Corpse Vanishes,1942,1942-05-08,"Horror, Sci-Fi",64,USA,English,Wallace Fox,"Sam Robins, Gerald Schnitzer",Sam Katzman Productions,4.5,2638,80,40,4.5,2638,4.4,1836,4.5,148,4.2,836,4.6,809,4.9,292,4.6,53,5.1,117,4.9,117,4.3,190,4.5,1173,4.3,848
tt0034681,Dr. Renault's Secret,1942,1942-10-19,"Horror, Mystery, Romance",58,USA,"English, French",Harry Lachman,"William Bruckner, Robert F. Metzler",Twentieth Century Fox,6.3,402,28,21,6.3,402,6.2,297,6.8,8,6.0,92,6.3,193,6.6,35,7.3,3,6.7,17,6.9,13,6.0,52,6.2,188,6.2,133
tt0034786,The Ghost of Frankenstein,1942,1942-10-02,"Drama, Horror, Sci-Fi",67,USA,English,Erle C. Kenton,"Scott Darling, Eric Taylor",Universal Pictures,6.2,5082,102,57,6.2,5082,6.1,3700,6.1,469,6.0,1553,6.3,1572,6.2,349,5.9,61,6.3,140,6.3,140,6.1,279,6.3,2070,5.9,1638
tt0034850,The Hidden Hand,1942,1942-11-07,"Comedy, Horror, Mystery",63,USA,English,Benjamin Stoloff,"Anthony Coldeway, Raymond L. Schrock",Warner Bros.,6.1,349,19,5,6.1,349,6.1,240,5.1,8,6.0,45,6.1,181,6.5,41,6.2,4,6.7,15,6.5,21,5.6,63,6.1,171,6.0,94
tt0034985,The Living Ghost,1942,1942-11-27,"Horror, Mystery, Thriller",61,USA,English,William Beaudine,"Howard Dimsdale, Joseph Hoffman",Monogram Pictures,5.4,473,17,6,5.4,473,5.2,333,5.4,11,4.9,83,5.3,234,6.1,53,5.8,5,5.7,17,6.5,29,5.0,75,5.5,286,5.0,90
tt0035007,The Mad Doctor of Market Street,1942,1942-02-27,"Comedy, Drama, Horror",61,USA,English,Joseph H. Lewis,Al Martin,Universal Pictures,5.2,274,15,24,5.2,274,5.2,217,5.5,15,5.1,65,5.3,131,5.6,10,5.0,1,5.0,2,5.6,6,5.4,46,5.5,121,4.9,92
tt0035009,The Mad Monster,1942,1942-05-15,"Drama, Horror, Romance",77,USA,English,Sam Newfield,Fred Myton,Sigmund Neufeld Productions,3.3,1417,44,30,3.3,1417,3.3,1052,3.0,93,2.9,507,4.0,427,3.3,113,2.6,26,3.1,51,3.9,35,3.3,121,3.4,675,3.2,427
tt0035017,La main du diable,1943,1943-04-21,"Fantasy, Horror",78,France,French,Maurice Tourneur,"Jean-Paul Le Chanois, Gérard de Nerval",Continental Films,7.4,1042,12,11,7.4,1042,7.4,789,7.4,66,7.3,342,7.5,362,7.6,93,7.0,12,7.9,43,7.2,34,6.6,111,7.6,265,7.4,563
tt0035031,Man with Two Lives,1942,1942-03-13,"Horror, Thriller",65,USA,English,Phil Rosen,Joseph Hoffman,A.W. Hackel Productions,5.3,181,12,4,5.3,181,5.2,140,4.6,7,5.1,45,5.3,86,5.5,13,5.0,1,5.6,5,5.0,6,5.3,43,5.4,86,5.0,61
tt0035096,The Mummy's Tomb,1942,1942-10-23,"Drama, Fantasy, Horror",61,USA,English,Harold Young,"Griffin Jay, Henry Sucher",Universal Pictures Corporation,5.8,2521,53,44,5.8,2521,5.7,1810,5.6,225,5.6,670,5.8,864,6.0,191,5.3,30,6.1,73,6.0,82,5.8,201,5.9,1115,5.4,708
tt0035123,The Night Has Eyes,1942,1942-06-01,"Horror, Mystery, Thriller",79,UK,English,Leslie Arliss,"Alan Kennington, Leslie Arliss",Associated British Picture Corporation (ABPC),6.4,494,22,6,6.4,494,6.3,350,6.2,11,6.2,77,6.4,256,6.8,63,7.2,8,7.1,18,6.6,34,6.1,75,6.4,126,6.3,257
tt0035124,Night Monster,1942,1942-10-20,"Adventure, Drama, Horror",73,USA,English,Ford Beebe,Clarence Upson Young,Universal Pictures,6.4,1056,40,19,6.4,1056,6.3,763,6.5,59,6.2,214,6.3,476,6.6,97,6.9,15,6.7,28,6.5,48,6.1,118,6.3,528,6.4,283
tt0035386,The Strange Case of Doctor Rx,1942,1942-04-17,"Horror, Mystery",66,USA,English,William Nigh,Clarence Upson Young,Universal Pictures,5.4,282,18,23,5.4,282,5.2,223,5.2,10,5.2,62,5.3,146,6.1,17,5.0,1,8.0,2,5.7,12,5.1,52,5.6,130,4.8,98
tt0035489,The Undying Monster,1942,1942-11-27,"Drama, Horror, Mystery",63,USA,English,John Brahm,"Lillie Hayward, Michael Jacoby",Twentieth Century Fox,6.2,1031,45,31,6.2,1031,6.1,751,6.4,30,6.2,263,6.1,442,6.5,79,6.0,5,6.4,36,6.7,35,5.8,129,6.3,408,6.1,377
tt0035640,The Ape Man,1943,1943-03-05,"Action, Drama, Horror",64,USA,English,William Beaudine,"Karl Brown, Barney A. Sarecky",Sam Katzman Productions,4.5,1048,53,27,4.5,1048,4.5,733,4.8,53,4.5,272,4.5,393,5.0,73,4.7,12,5.7,30,4.8,28,4.6,115,4.8,427,4.2,331
